,target,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,0,-448.9389147693002,47.407882223638794,-15.862983847857738,14.442111654865485,3.6010219853300733,0.6109612188102076,0.088243481053269,1.2866566154309993,-10.238141785014053,4.981803578164788,-6.474236446244087,-1.6310473970271597,2.319207927290718,-1.7773908757211647,-3.030831327117111,0.39077090188235947,-4.782948131930997,-0.2635607195939136,-2.643304731020365,-0.6053010339562459,-2.807643107244861,1.4403931846509046,-2.4049331738710897,0.2285012913860334,0.7509178051957236,2.5686079831581794,1.4579879858634568,2.6969221783118114,1.4157503523350488,0.8284807530846249
1,6,-597.5303262304088,71.84407347856616,-3.5891939097154593,15.010748876865303,7.562345278140215,8.584602807806888,5.079912822372539,-1.165803451365452,-8.530501458238659,7.392228990139315,-0.02904586699030989,2.911631621880406,4.919144126079108,2.6969678544944222,-0.5570560969012629,3.2366043661936414,0.46274896406630933,2.7820141658458915,-1.2817226863976279,1.4556800053804417,-2.1133336126735385,2.3329570734769365,-1.0836924205561855,1.7674965188432272,1.7391738314069196,2.744574982952049,-0.6624942460298187,2.4595231896850764,-2.474346516622163,-1.5237556705674453
2,2,-534.2020260832786,39.412410585785146,-1.820449353757503,14.43440405799339,-0.6135305142810251,13.865131560538915,-8.556783054608854,-0.9399744167934873,-11.53785046567826,11.87947744187183,-5.094106637820289,2.0110870632408737,1.1763586312698555,2.9944654560899697,-2.763898909479703,2.5954370258569988,-1.363330700179919,-0.0724656563492,-0.021944039498547813,1.254722002522712,-4.357311042656042,5.177550996270535,-0.6320909258859267,1.3211940721313316,2.431791780515713,2.5564402908640425,1.4922548250071492,2.7456949247263287,-0.5814953651743501,0.7749128200101166
3,6,-542.3904079459458,58.538177380314025,-18.411184780784904,15.147843811219575,3.208095180528959,6.944354798531652,-5.323861943246595,-9.375723852425814,-14.549901880312607,9.964430549493656,-2.1517765300655562,-2.7674563541757284,4.574551321403561,1.5861473621203919,-2.6032146471584343,6.991283958760889,-1.731485070821916,-2.041674157465242,-1.4394860269880116,0.2958011606009699,-2.715681016969313,3.0719602316776533,-3.4258492621252326,2.862860806932061,1.4014716731927412,0.38553930218992744,1.0277529664800842,2.4342074940658334,-2.2883075696487793,-0.9758019470109396
4,0,-572.1759620677375,61.28407738448051,-7.71966565626457,20.977138695178194,5.743181531994003,4.252062829569529,5.0946326378446685,-1.2385399463408966,-9.652594357142762,8.433261689001698,-5.859064888593268,2.7479065014294557,4.6904029001855765,-0.10656231255314981,-1.4146455554694883,2.9745974167919544,-0.34304969517224626,1.9181221034768232,-0.5291808037707953,0.04416731541685,-4.521850297610975,2.3544167643990703,-2.5189611533854017,1.9296635628505538,-1.9250080919751662,0.9885187331658768,-0.5695540220985448,2.7919490512948113,-1.076640811953932,-0.3050509705903296
5,3,-436.0120111257227,35.54986980284921,-8.890073102662276,11.62018390401332,-1.216425240727774,6.973846823379477,-1.9736866021352166,1.4986762368811435,-8.550517981402146,6.216018091356363,-2.123921195880113,-0.5295767658490642,1.2596955104172103,2.019215560261213,-1.649991424353625,6.245046355925779,-3.8786686159433112,2.7814167295835146,-0.822773677568812,-0.8918274895216303,-0.0677722152282552,2.982730968877462,3.7350538736860197,6.992030557979349,5.1087404925161835,7.206302523207651,4.687518457577071,4.056128359534473,4.626574562788235,4.567118536971041
6,3,-443.0149036199914,36.03176238785759,-11.891177915119579,10.398570248871625,-0.13944251953518147,5.014743021654742,-5.1704698785236936,2.3425172596576003,-7.321779449887685,4.682873259169303,-1.3808722288503945,-0.2732488695956158,0.13713734298507196,3.3378203016237444,-3.2288628684736675,5.0661906153431016,-4.262804593444126,3.5002230466568274,2.130209844914046,4.304302918053007,3.1539251850536543,4.850638631570085,1.7032409152846677,5.503408390206239,4.466985504811459,8.599970944850366,6.64505567147765,7.222305133331792,5.276035549092327,4.764551888007553
7,2,-604.6267680778474,56.280812402275295,1.0887793546161597,19.341933721818744,4.759808253364924,7.3317212795917,0.9875487242317547,3.0050187723856365,-4.952318068235056,7.083068863421466,-2.2770406936318097,2.128171978952208,1.9285823908154172,1.6652163987199597,-1.144754247056231,2.8897585191443533,-0.12229135869257975,-1.7186665810249628,0.5362363096130621,1.2256922090604236,-2.5215663105129513,0.8455088718897887,-1.5814992284325304,0.703884600528696,-0.1065267796101714,1.3697233001358906,0.04447985897273674,2.40677098905176,-1.4797394701092472,-0.5167527755413964
8,7,-563.4753367831072,48.149988903925255,-6.416978053892059,12.232225470609366,1.327372277347366,7.436569112823814,-2.9499012006548346,-0.7240526905308013,-8.647362078593503,3.14433274357539,-4.396117295880972,-2.3416435535597357,-0.7367262553647308,2.707730429074025,-3.2856968056039015,2.451941421413741,-2.7521033574210176,1.121002470274127,-1.9555748063725935,2.135585037006186,0.014159179675244462,3.403615049358097,2.0875125869787876,6.507436820082793,4.013035380901502,6.870154007912832,2.588517772217275,4.778351760341723,1.5265629199067494,1.388430042248821
9,1,-640.4671989251439,73.68424005571134,4.83062264070489,28.677060940394448,14.004562724863922,15.550362578288983,5.663945771888581,-1.5064768221258797,-4.980076578656797,10.866724467921813,-3.622899159635087,1.83814343059344,0.9936142698305189,2.0703112110201296,0.06241545053048823,-0.7034268349029358,-1.984896092789727,3.922786260649146,-2.7270659609433268,0.9980382184044067,-0.874369289972133,3.391375700221143,-3.7460442712482336,2.7239034178373207,-0.9042221395114621,1.7451986025793982,-1.0546083444924914,1.5758198349225132,-2.870744214571231,-1.6519488225531902
